Species,InspectionType,Condition,YearMonth,Country,NumberOfConditions,Throughput,NumberOfThroughputPlants,PercentageOfThroughput
Sheep,Offal,Historic Liver Scarring,2018-05,England,5215,692840,139,0.753
Sheep,Offal,Historic Liver Scarring,2018-06,England,4504,614959,142,0.732
Sheep,Offal,Historic Liver Scarring,2018-04,Wales,336,151597,19,0.222
Sheep,Offal,Historic Liver Scarring,2018-05,Wales,107,183962,19,0.058
Sheep,Offal,Historic Liver Scarring,2018-06,Wales,70,182658,19,0.038
Sheep,Offal,Hydatid Cyst,2018-04,England,1594,636003,141,0.251
Sheep,Offal,Hydatid Cyst,2018-05,England,1686,692840,139,0.243
Sheep,Offal,Hydatid Cyst,2018-06,England,1147,614959,142,0.187
Sheep,Offal,Hydatid Cyst,2018-04,Wales,122,151597,19,0.08
Sheep,Offal,Hydatid Cyst,2018-05,Wales,64,183962,19,0.035
Sheep,Offal,Hydatid Cyst,2018-06,Wales,40,182658,19,0.022
Sheep,Offal,Liver Abscesses,2018-04,England,4,636003,141,0.001
Sheep,Offal,Lung Abscesses,2018-04,England,4095,636003,141,0.644
Sheep,Offal,Lung Abscesses,2018-05,England,4075,692840,139,0.588
Sheep,Offal,Lung Abscesses,2018-06,England,4068,614959,142,0.662
Sheep,Offal,Lung Abscesses,2018-04,Wales,846,151597,19,0.558
Sheep,Offal,Lung Abscesses,2018-05,Wales,1350,183962,19,0.734
Sheep,Offal,Lung Abscesses,2018-06,Wales,1790,182658,19,0.98
Sheep,Offal,Lung Worm ,2018-04,England,26378,636003,141,4.147
Sheep,Offal,Lung Worm ,2018-05,England,28038,692840,139,4.047
Sheep,Offal,Lung Worm ,2018-06,England,25484,614959,142,4.144
Sheep,Offal,Lung Worm ,2018-04,Wales,11276,151597,19,7.438
Sheep,Offal,Lung Worm ,2018-05,Wales,11444,183962,19,6.221
Sheep,Offal,Lung Worm ,2018-06,Wales,6765,182658,19,3.704
Sheep,Offal,Lungworm,2018-04,England,16,636003,141,0.003
Sheep,Offal,Lungworm,2018-05,England,9,692840,139,0.001
Sheep,Offal,Other,2018-04,England,5915,636003,141,0.93
Sheep,Offal,Other,2018-05,England,5532,692840,139,0.798
Sheep,Offal,Other,2018-06,England,4994,614959,142,0.812
Sheep,Offal,Other,2018-04,Wales,953,151597,19,0.629
Sheep,Offal,Other,2018-05,Wales,1252,183962,19,0.681
Sheep,Offal,Other,2018-06,Wales,1519,182658,19,0.832
Sheep,Offal,Pleurisy,2018-04,England,5,636003,141,0.001
Sheep,Offal,Pneumonia,2018-04,England,8,636003,141,0.001
Sheep,Offal,Pneumonia,2018-05,England,6,692840,139,0.001
Sheep,Offal,Pneumonia Mycoplasma Like,2018-04,England,13894,636003,141,2.185
Sheep,Offal,Pneumonia Mycoplasma Like,2018-05,England,16906,692840,139,2.44
Sheep,Offal,Pneumonia Mycoplasma Like,2018-06,England,16787,614959,142,2.73
Sheep,Offal,Pneumonia Mycoplasma Like,2018-04,Wales,5337,151597,19,3.521
Sheep,Offal,Pneumonia Mycoplasma Like,2018-05,Wales,8124,183962,19,4.416
Sheep,Offal,Pneumonia Mycoplasma Like,2018-06,Wales,6214,182658,19,3.402
Sheep,Offal,Pneumonia Pasteurella Like,2018-04,England,7932,636003,141,1.247
Sheep,Offal,Pneumonia Pasteurella Like,2018-05,England,8969,692840,139,1.295
Sheep,Offal,Pneumonia Pasteurella Like,2018-06,England,6830,614959,142,1.111
Sheep,Offal,Pneumonia Pasteurella Like,2018-04,Wales,2627,151597,19,1.733
Sheep,Offal,Pneumonia Pasteurella Like,2018-05,Wales,3772,183962,19,2.05
Sheep,Offal,Pneumonia Pasteurella Like,2018-06,Wales,2695,182658,19,1.475
Sheep,Offal,Traumatic Pericarditis,2018-04,England,1,636003,141,0
Sheep,Total Rejection,Contamination,2018-04,England,37,636003,141,0.006
Sheep,Total Rejection,Contamination,2018-05,England,73,692840,139,0.011
Sheep,Total Rejection,Contamination,2018-06,England,9,614959,142,0.001
Sheep,Total Rejection,Contamination,2018-04,Wales,2,151597,19,0.001
Sheep,Total Rejection,Contamination,2018-05,Wales,3,183962,19,0.002
Sheep,Total Rejection,Contamination,2018-06,Wales,11,182658,19,0.006
Sheep,Total Rejection,Cysticercus ovis (Generalised),2018-04,England,250,636003,141,0.039
Sheep,Total Rejection,Cysticercus ovis (Generalised),2018-05,England,266,692840,139,0.038
Sheep,Total Rejection,Cysticercus ovis (Generalised),2018-06,England,126,614959,142,0.02
Sheep,Total Rejection,Cysticercus ovis (Generalised),2018-04,Wales,87,151597,19,0.057
Sheep,Total Rejection,Cysticercus ovis (Generalised),2018-05,Wales,59,183962,19,0.032
Sheep,Total Rejection,Cysticercus ovis (Generalised),2018-06,Wales,10,182658,19,0.005
